sample_idx,pearson_correlation,mse
327,0.9959983297336863,0.0011539058
328,0.992917017711284,0.0020054956
329,0.9930458658032078,0.0030843543
330,0.9949432530473977,0.0014210528
331,0.9944118718966284,0.0017792422
332,0.9883197262875251,0.011785595
333,0.9813230437893848,0.0056664366
334,0.9958216731137908,0.0011065744
335,0.9959611957163859,0.0014940915
336,0.9944145321978702,0.0014579326
337,0.9962162953267101,0.001009723
338,0.9964286368558036,0.00177442
339,0.9963060980363769,0.0022552223
340,0.9944204689334885,0.0015813503
341,0.9957234282076532,0.003316323
342,0.995781190496637,0.0011600745
343,0.9883278631914355,0.0035189101
344,0.9931820901195547,0.0058991606
345,0.9904763031915924,0.0030311062
346,0.995541875253818,0.0019096285
347,0.9851506220015389,0.012424385
348,0.994885603102242,0.0016473678
349,0.9933636604016215,0.0022555406
350,0.9965975786485052,0.0008853776
351,0.9956910190601322,0.0016071463
352,0.9940168886835735,0.002473773
353,0.9923129736768987,0.0028525144
354,0.9957365152247485,0.0018915397
355,0.9959031032808578,0.0011826708
356,0.9943916142934391,0.0018056334
357,0.9943047606335761,0.0015140618
358,0.9958462353014932,0.0011410454
359,0.9938739840908609,0.0026362767
360,0.9954222167702025,0.0012095037
361,0.9934599796983585,0.001763535
362,0.9948168396592517,0.0015798139
363,0.9963840702862858,0.0009504261
364,0.9945278204021923,0.0020768428
365,0.9906143757731913,0.0042725015
366,0.9960028507548937,0.001097864
367,0.995944769092357,0.0010639282
368,0.9942221358309729,0.0029050594
369,0.9707728683625648,0.013259082
370,0.9955516347619919,0.0032146792
371,0.9889785683554577,0.0044961576
372,0.9955155021863623,0.0011610101
373,0.99152117182725,0.0024305305
374,0.9953641208365216,0.0013117169
375,0.9952355173481218,0.0012343344
376,0.9962048420586193,0.002219081
377,0.9953919292130375,0.001990881
378,0.9922479174293498,0.002222817
379,0.9957306330262373,0.00255858
380,0.9953940798762881,0.0013028339
381,0.9948849815225668,0.002970791
382,0.9899503386101018,0.0027272385
383,0.994210547776125,0.003327947
384,0.9958132130296307,0.0011476827
385,0.9952551289961069,0.00127088
386,0.9961345197377824,0.0015391579
387,0.9958545329271995,0.0012700603
388,0.9934328324915208,0.0049857288
389,0.9954686102759822,0.0015144673
390,0.9950781000446542,0.0030097712
391,0.9958708526982183,0.0011866622
392,0.9960421953631167,0.0011380686
393,0.9950687424749788,0.0013685031
394,0.9923985692641923,0.0021827058
395,0.9953484626585487,0.0012176863
396,0.9938511035752845,0.0016028899
397,0.9954855898020414,0.0015844629
398,0.9873278809009964,0.0034352255
399,0.9958399292801606,0.0010801246
400,0.993715916129386,0.0018434862
401,0.9854159141417927,0.0038701077
402,0.995887615821529,0.0011567944
403,0.9957068035874306,0.0011981431
404,0.9963415064356358,0.0010894783
405,0.9935333775873005,0.001824064
406,0.9920266260626571,0.0030166614
407,0.9902187767505056,0.0032741076
408,0.9944982670085477,0.0020064402
409,0.9958250347194115,0.001080928
410,0.9730125063845606,0.008263424
411,0.9953274464676958,0.0012285393
412,0.9955839295669707,0.0013310601
413,0.9960518524766998,0.001081636
414,0.9947807993188462,0.0038598783
415,0.9960510121473557,0.0010790251
416,0.9952134743796586,0.0022343139
417,0.9962981199254114,0.0029209482
418,0.985791222312924,0.0044415724
419,0.9937731916141335,0.009166655
420,0.9961472509407467,0.0010377176
421,0.9963129535897723,0.0014086633
422,0.9962316464868786,0.0014307679
423,0.9914086145877142,0.002301979
424,0.9843642627109706,0.0123242205
425,0.9937196099712485,0.0016549351
426,0.9947378253884607,0.0016096807
427,0.9947439998653507,0.0023336033
428,0.9967415099002864,0.0011175752
429,0.9957621335928729,0.0014792796
430,0.995595891284789,0.0012456633
431,0.9962072907920638,0.0011439675
432,0.9903829909769111,0.0056360685
433,0.9957555426712252,0.0011639599
434,0.9928357710229172,0.0020060702
435,0.9955783857693792,0.0022174711
436,0.9963508606643217,0.0010716778
437,0.9962391486134726,0.0010283752
438,0.9905282309088469,0.0027628778
439,0.9956692076970445,0.0013170298
440,0.9935885021652847,0.0026766611
441,0.9963936509194152,0.0009681983
442,0.9956550485680393,0.001648197
443,0.9965545657127782,0.000919651
444,0.9961776735497414,0.001338463
445,0.9935158937156178,0.0017818516
446,0.9946328265960352,0.0014974051
447,0.995230749385665,0.0013059501
448,0.9951324963416481,0.0021990503
449,0.9943467066160413,0.0015547493
450,0.9954725085071173,0.02118288
451,0.9951229733244042,0.012360125
452,0.9861471915352238,0.008340435
453,0.9940138616697275,0.016233725
454,0.9948237428064837,0.015769057
455,0.9959763806422868,0.012460806
456,0.9940966500425996,0.011357134
457,0.9895979973995367,0.023747493
458,0.9936773994914584,0.018360393
459,0.9919821457346273,0.037808783
460,0.9953331669662381,0.011925398
461,0.9947567649488716,0.0144428965
462,0.9932618977314895,0.012368471
463,0.9864854795079187,0.0074064503
464,0.9947010755074288,0.01654816
465,0.9878944637953325,0.025502434
466,0.9954233737412497,0.019423237
467,0.9924565636623149,0.024788361
468,0.9950614778083312,0.0144125335
469,0.9951359325011824,0.018564083
470,0.9932662507582476,0.013815117
